srcStateName,Year,Crime head IPC ( Indian Penal Code ) Category,Crime head IPC ( Indian Penal Code ) Sub-category,Incidence of IPC ( Indian Penal Code ) crimes,Victims of IPC ( Indian Penal Code ) crimes,IPC ( Indian Penal Code ) Crime Rate
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC),6,6,1.1
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,6,6,4.61538461538461
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction,0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),6,6,1.1
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",1,1,0.454545454545455
D&N Haveli,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),7,7,1.3
D&N Haveli,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),115,115,21.9
D&N Haveli,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),0,0,0
D&N Haveli,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),0,0,0
D&N Haveli,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),0,0,0
D&N Haveli,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,5,5,1
D&N Haveli,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,16,16,3
D&N Haveli,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),21,21,4
D&N Haveli,2018,Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),8,8,1.5
D&N Haveli,2018,Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),0,0,0
D&N Haveli,2018,Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),3,3,0.6
D&N Haveli,2018,Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),0,0,0
D&N Haveli,2018,Offences against Property,Dacoity |Dacoity (Total),3,3,0.6
D&N Haveli,2018,Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),0,0,0
D&N Haveli,2018,Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),4,4,0.8
D&N Haveli,2018,Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),0,0,0
D&N Haveli,2018,Offences against Property,Offences against Property (Total),60,60,11.4
D&N Haveli,2018,Offences against Property,Robbery (Sec.392/394/397 IPC),1,1,0.2
D&N Haveli,2018,Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,18,18,3.4
D&N Haveli,2018,Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,5,5,0.943396226415094
D&N Haveli,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),23,23,4.4
D&N Haveli,2018,Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),1,5,0.2
D&N Haveli,2018,Offences against Public Tranquillity,Offences against Public Tranquillity (Total),7,11,1.3
D&N Haveli,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),1,1,0.2
D&N Haveli,2018,Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),1,1,0.2
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,0,0,0
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,1,1,0.2
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,4,4,0.8
D&N Haveli,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),5,5,1
D&N Haveli,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",0,,0
D&N Haveli,2018,Offences against State,Offences against State |Offences against the State (Total),0,0,0
D&N Haveli,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
D&N Haveli,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),0,0,0
D&N Haveli,2018,Other IPC Crimes,Other IPC Crimes,18,18,3.4
D&N Haveli,2018,Total Cognizable IPC crimes,Total Cognizable IPC crimes,255,259,48.6
Daman & Diu,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",1,1,0.3
Daman & Diu,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),1,1,0.3
Daman & Diu,2018,Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),4,4,3.07692307692308
Daman & Diu,2018,Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),7,7,1.8
Daman & Diu,2018,Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),1,1,0.769230769230769
Daman & Diu,2018,Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),54,63,13.7
Daman & Diu,2018,Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),0,0,0
Daman & Diu,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),2,2,0.5
Daman & Diu,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),9,15,2.3
Daman & Diu,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),40,49,10.1
Daman & Diu,2018,Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),29,32,7.3
Daman & Diu,2018,Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",17,17,4.3
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",2,2,0.5
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud (Total)",23,23,5.8
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",4,4,1
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |a) Bank",0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |b) ATMs",2,2,0.5
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",0,0,0
Daman & Diu,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",2,2,0.5
Daman & Diu,2018,Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),23,23,5.8
Daman & Diu,2018,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women (Sec.354 IPC),4,4,3.07692307692308
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women with Intent to Outrage her Modesty (Sec.354 IPC) (Total),5,5,3.84615384615385
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |Sexual Harassment (Sec.354A IPC) (Total),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |a) at Work or Office Premises,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |b) In Public Transport System,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |c) In Shelter Homes for women and Children,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |d) Other Places,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Stalking (Sec.354D IPC),1,1,0.769230769230769
Daman & Diu,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Voyeurism (Sec.354C IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),5,6,1.3
Daman & Diu,2018,Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),4,5,1
Daman & Diu,2018,Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),49,51,12.4
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,15,17,3.8
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),21,21,5.3
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),36,38,9.1
Daman & Diu,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,13,13,3.3
Daman & Diu,2018,Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),2,2,0.5
Daman & Diu,2018,Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Human Trafficking (U/S 370),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),6,7,1.5
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),1,2,0.3
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |F) Causing Grievous Hurt by act endangering life/safety of others (Sec.338 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,"Hurt |Grievous Hurt |G) Other Grievous Hurt (Sec.329, 331 & 335)",0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |Grievous Hurt (Total),7,9,1.8
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Hurt (Simple +Grievous),18,24,4.6
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),4,7,1
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),5,6,1.3
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),2,2,0.5
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),11,15,2.8
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC),29,30,7.3
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,29,30,32.2222222222222
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction,0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),30,31,7.6
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",1,1,0.3
Daman & Diu,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),5,6,1.3
Daman & Diu,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),124,136,31.4
Daman & Diu,2018,Offences affecting the Human Body,Rape (Sec.376 IPC),3,3,2.30769230769231
Daman & Diu,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),0,0,0
Daman & Diu,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),3,3,0.8
Daman & Diu,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),0,0,0
Daman & Diu,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,10,10,2.5
Daman & Diu,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,18,18,4.6
Daman & Diu,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),28,28,7.1
Daman & Diu,2018,Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),4,4,1
Daman & Diu,2018,Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),0,0,0
Daman & Diu,2018,Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),0,0,0
Daman & Diu,2018,Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),0,0,0
Daman & Diu,2018,Offences against Property,Dacoity |Dacoity (Total),0,0,0
Daman & Diu,2018,Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),0,0,0
Daman & Diu,2018,Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),6,8,1.5
Daman & Diu,2018,Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),0,0,0
Daman & Diu,2018,Offences against Property,Offences against Property (Total),90,93,22.8
Daman & Diu,2018,Offences against Property,Robbery (Sec.392/394/397 IPC),3,3,0.8
Daman & Diu,2018,Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,19,19,4.8
Daman & Diu,2018,Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,30,31,7.5
Daman & Diu,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),49,50,12.4
Daman & Diu,2018,Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Offences against Public Tranquillity (Total),4,4,1
Daman & Diu,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),2,2,0.5
Daman & Diu,2018,Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),2,2,0.5
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,0,0,0
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,2,2,0.5
Daman & Diu,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),2,2,0.5
Daman & Diu,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",0,,0
Daman & Diu,2018,Offences against State,Offences against State |Offences against the State (Total),0,0,0
Daman & Diu,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
Daman & Diu,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),0,0,0
Daman & Diu,2018,Other IPC Crimes,Other IPC Crimes,24,25,6.1
Daman & Diu,2018,Total Cognizable IPC crimes,Total Cognizable IPC crimes,319,344,80.8
Delhi,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",126,126,0.6
Delhi,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),6,8,0
Delhi,2018,Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),1,1,0
Delhi,2018,Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),79,79,0.4
Delhi,2018,Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),318,346,1.6
Delhi,2018,Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),3416,3418,37.4561403508772
Delhi,2018,Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),5100,5100,26.1
Delhi,2018,Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),0,0,0
Delhi,2018,Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),552,555,6.05263157894737
Delhi,2018,Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),18928,19412,96.8
Delhi,2018,Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),4,4,0
Delhi,2018,Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),4029,4043,20.6
Delhi,2018,Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),20,20,0.1
Delhi,2018,Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),0,0,0
Delhi,2018,Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),0,0,0
Delhi,2018,Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),1,1,0
Delhi,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),417,417,2.1
Delhi,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),4384,4717,22.4
Delhi,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),5275,5710,27
Delhi,2018,Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),474,576,2.4
Delhi,2018,Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),1,1,0
