Rowid,Country,State lgd code,State,Year,Crime head ipc ( indian penal code ) category,Crime head ipc ( indian penal code ) sub-category,Incidence of ipc ( indian penal code ) crimes,Victims of ipc ( indian penal code ) crimes,Ipc ( indian penal code ) crime rate
3015,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),1,1,0
3016,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),685,712,2.4
3017,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),27,27,0.190274841437632
3018,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),24,0,0.1
3019,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),1,1,0.00995024875621891
3020,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),4377,4711,15.4
3021,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,0,0,0
3022,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,0,0,0
3023,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,1,1,0
3024,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,1880,1927,6.6
3025,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),2055,2342,7.2
3026,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),3935,4269,13.8
3027,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,441,441,1.5
3028,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),36,39,0.1
3029,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),79,79,0.556730091613812
3030,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),5,36,0
3031,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Human Trafficking (U/S 370),38,64,0.1
3032,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),716,919,2.5
3033,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),72,74,0.3
3034,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),1,1,0
3035,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),0,0,0
3036,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),64,71,0.2
3037,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |F) Causing Grievous Hurt by act endangering life/safety of others (Sec.338 IPC),7,7,0
3038,India,22,Chhattisgarh,2018,Offences affecting the Human Body,"Hurt |Grievous Hurt |G) Other Grievous Hurt (Sec.329, 331 & 335)",1,1,0
3039,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |Grievous Hurt (Total),861,1073,3
3040,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Hurt (Simple +Grievous),15600,17449,54.8
3041,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),12263,13781,43.1
3042,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),1409,1477,4.9
3043,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),150,153,0.5
3044,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),790,838,2.8
3045,India,22,Chhattisgarh,2018,Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",127,127,0.4
3046,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),14739,16376,51.8
3047,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
3048,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0
3049,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),8,8,0
3050,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),420,420,2.95983086680761
3051,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,1042,1071,10.3681592039801
3052,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction ,882,924,3.1
3053,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC) ,1924,1995,6.8
3054,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),2443,2514,8.6
3055,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),3,3,0
3056,India,22,Chhattisgarh,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",87,87,0.3
3057,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),1,1,0.00995024875621891
3058,India,22,Chhattisgarh,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",48,50,0.338266384778013
3059,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),917,965,3.2
3060,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),28721,31130,100.9
3061,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Rape (Sec.376 IPC),2091,2101,14.7357293868922
3062,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),2,2,0.0199004975124378
3063,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),16,16,0.1
3064,India,22,Chhattisgarh,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),325,325,1.1
3065,India,22,Chhattisgarh,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),6,6,0
3066,India,22,Chhattisgarh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,386,386,1.4
3067,India,22,Chhattisgarh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,3083,3091,10.8
3068,India,22,Chhattisgarh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),3469,3477,12.2
3069,India,22,Chhattisgarh,2018,Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),158,163,0.6
3070,India,22,Chhattisgarh,2018,Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),0,0,0
3071,India,22,Chhattisgarh,2018,Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),80,80,0.3
3072,India,22,Chhattisgarh,2018,Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),4,12,0
3073,India,22,Chhattisgarh,2018,Offences against Property,Dacoity |Dacoity  (Total),84,92,0.3
3074,India,22,Chhattisgarh,2018,Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),17,17,0.1
3075,India,22,Chhattisgarh,2018,Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),93,98,0.3
3076,India,22,Chhattisgarh,2018,Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),8,0,0
3077,India,22,Chhattisgarh,2018,Offences against Property,Offences against Property (Total),10934,10961,38.4
3078,India,22,Chhattisgarh,2018,Offences against Property,Robbery  (Sec.392/394/397 IPC),420,425,1.5
3079,India,22,Chhattisgarh,2018,Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,2746,2747,9.6
3080,India,22,Chhattisgarh,2018,Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,3933,3936,13.8145416227608
3081,India,22,Chhattisgarh,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),6679,6683,23.5
3082,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),6,7,0
3083,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Offences against Public Tranquillity (Total),705,728,2.5
3084,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),3,3,0
3085,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",0,0,0
3086,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),3,3,0
3087,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,3,3,0
3088,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,0,0,0
3089,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,1,1,0
3090,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,20,20,0.1
3091,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,0,0,0
3092,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian ,29,33,0.1
3093,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,2,2,0
3094,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
3095,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,2,2,0
3096,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,0,0,0
3097,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,10,10,0
3098,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,2,2,0
3099,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,28,28,0.1
3100,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0
3101,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,0,0,0
3102,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,6,7,0
3103,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,562,610,2
3104,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),665,718,2.3
3105,India,22,Chhattisgarh,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",31,,0.1
3106,India,22,Chhattisgarh,2018,Offences against State,Offences against State |Offences against the State (Total),5,5,0
3107,India,22,Chhattisgarh,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",2,2,0
3108,India,22,Chhattisgarh,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),3,3,0
3109,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0
3110,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
3111,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0
3112,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),32,32,0.1
3113,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),32,32,0.1
3114,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",1120,1120,3.9
3115,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",55,60,0.2
3116,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud  (Total)",1681,1691,5.9
3117,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |a) Bank",10,10,0
3118,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |b) ATMs",56,56,0.2
3119,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",12,12,0
3120,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",428,433,1.5
3121,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",506,511,1.8
3122,India,22,Chhattisgarh,2018,Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),1713,1723,6
3123,India,22,Chhattisgarh,2018,Other IPC Crimes,Other IPC Crimes,4529,4575,15.9
3124,India,22,Chhattisgarh,2018,Total Cognizable IPC crimes,Total Cognizable IPC crimes,60178,63988,211.4
3125,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",721,744,0.9
3126,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),25,25,0
3127,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),51,51,0.1
3128,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),14288,15273,17.5
3129,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),2810,2842,3.4
3130,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),4159,4160,10.5585173902006
3131,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),1106,1106,1.4
3132,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),4,4,0
3133,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),270,270,0.685453160700686
3134,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),73968,83403,90.8
3135,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),7593,8599,9.3
3136,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),375,381,0.5
3137,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),580,580,0.7
3138,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),0,0,0
3139,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),121,122,0.1
3140,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),296,309,0.4
3141,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),5793,6430,7.1
3142,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),3718,3736,4.6
3143,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),31758,38471,39
3144,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),41269,48637,50.7
3145,India,23,Madhya Pradesh,2018,Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),300,300,0.4
3146,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),849,884,1
3147,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women (Sec.354 IPC),4693,4696,11.9141914191419
3148,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women with Intent to Outrage her Modesty (Sec.354 IPC) (Total),8790,8795,22.3153084539223
3149,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),105,105,0.266565118050267
3150,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |a) at Work or Office Premises,11,11,0.0279258695100279
3151,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |b) In Public Transport System,60,60,0.152322924600152
3152,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |c) In Shelter Homes for women and Children,61,61,0.154861640010155
3153,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |d) Other Places ,2443,2444,6.2020817466362
3154,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |Sexual Harassment (Sec.354A IPC) (Total),2575,2576,6.53719218075654
3155,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Stalking (Sec.354D IPC),1254,1255,3.18354912414318
3156,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Voyeurism (Sec.354C IPC),163,163,0.413810611830414
3157,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),146,165,0.2
3158,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),1785,2002,2.2
3159,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),73,73,0.185326224930185
3160,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),45,0,0.1
3161,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),1,1,0.00332446808510638
3162,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),10955,12065,13.4
3163,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,9,10,0
3164,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,2,2,0
3165,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,12,12,0
3166,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,6881,7458,8.4
3167,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),3354,3822,4.1
3168,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),10235,11280,12.6
3169,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,697,761,0.9
3170,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),131,149,0.2
3171,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),547,547,1.38867732927139
3172,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),8,9,0
3173,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Human Trafficking (U/S 370),39,65,0
3174,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),4073,4307,5
3175,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),499,552,0.6
3176,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),9,9,0
3177,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),2,2,0
3178,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),52,53,0.1
3179,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |F) Causing Grievous Hurt by act endangering life/safety of others (Sec.338 IPC),330,344,0.4
3180,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,"Hurt |Grievous Hurt |G) Other Grievous Hurt (Sec.329, 331 & 335)",11,11,0
3181,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |Grievous Hurt (Total),4976,5278,6.1
3182,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Hurt (Simple +Grievous),70563,74114,86.6
3183,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),43133,45004,52.9
3184,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),16666,17680,20.5
3185,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),1405,1434,1.7
3186,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),2266,2562,2.8
3187,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",2117,2156,2.6
3188,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),65587,68836,80.5
3189,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),1,1,0.00253871541000254
3190,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),13,14,0
3191,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),5,5,0
3192,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),1539,1548,3.90708301599391
3193,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,4049,4163,13.4607712765957
3194,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction ,2676,2835,3.3
3195,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC) ,6725,6998,8.3
3196,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),8596,8933,10.6
3197,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),24,24,0
3198,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",277,331,0.3
3199,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),12,12,0.0398936170212766
3200,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",243,244,0.616907844630617
3201,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),1879,1910,2.3
3202,India,23,Madhya Pradesh,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),112136,117496,137.6
