Rowid,Country,State lgd code,State,Year,Crime head ipc ( indian penal code ) category,Crime head ipc ( indian penal code ) sub-category,Incidence of ipc ( indian penal code ) crimes,Victims of ipc ( indian penal code ) crimes,Ipc ( indian penal code ) crime rate
499,India,4,Chandigarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),5,5,0.4
500,India,4,Chandigarh,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",11,11,0.9
501,India,4,Chandigarh,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),2,2,0.5
502,India,4,Chandigarh,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",10,10,1.88679245283019
503,India,4,Chandigarh,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),20,20,1.7
504,India,4,Chandigarh,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),676,705,57.8
505,India,4,Chandigarh,2018,Offences affecting the Human Body,Rape (Sec.376 IPC),86,86,16.2264150943396
506,India,4,Chandigarh,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),0,0,0
507,India,4,Chandigarh,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),5,5,0.4
508,India,4,Chandigarh,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),0,0,0
509,India,4,Chandigarh,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),0,0,0
510,India,4,Chandigarh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,54,54,4.6
511,India,4,Chandigarh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,140,140,12
512,India,4,Chandigarh,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),194,194,16.6
513,India,4,Chandigarh,2018,Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),14,14,1.2
514,India,4,Chandigarh,2018,Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),0,0,0
515,India,4,Chandigarh,2018,Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),5,5,0.4
516,India,4,Chandigarh,2018,Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),0,0,0
517,India,4,Chandigarh,2018,Offences against Property,Dacoity |Dacoity  (Total),5,5,0.4
518,India,4,Chandigarh,2018,Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),19,19,1.6
519,India,4,Chandigarh,2018,Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),5,5,0.4
520,India,4,Chandigarh,2018,Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),2,0,0.2
521,India,4,Chandigarh,2018,Offences against Property,Offences against Property (Total),1595,1593,136.3
522,India,4,Chandigarh,2018,Offences against Property,Robbery  (Sec.392/394/397 IPC),58,58,5
523,India,4,Chandigarh,2018,Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,757,757,64.7
524,India,4,Chandigarh,2018,Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,541,541,46.2393162393162
525,India,4,Chandigarh,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),1298,1298,110.9
526,India,4,Chandigarh,2018,Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),1,1,0.1
527,India,4,Chandigarh,2018,Offences against Public Tranquillity,Offences against Public Tranquillity (Total),55,60,4.7
528,India,4,Chandigarh,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),0,0,0
529,India,4,Chandigarh,2018,Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",0,0,0
530,India,4,Chandigarh,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),0,0,0
531,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,0,0,0
532,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,0,0,0
533,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,0,0,0
534,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,0,0,0
535,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,0,0,0
536,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian ,0,0,0
1990,India,15,Mizoram,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),10,10,0.8
538,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
539,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,3,3,0.3
540,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,1,1,0.1
541,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,10,10,0.9
542,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,11,16,0.9
543,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,18,18,1.5
544,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0
545,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,0,0,0
546,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,5,5,0.4
547,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,6,6,0.5
548,India,4,Chandigarh,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),54,59,4.6
549,India,4,Chandigarh,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",0,,0
550,India,4,Chandigarh,2018,Offences against State,Offences against State |Offences against the State (Total),0,0,0
551,India,4,Chandigarh,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
552,India,4,Chandigarh,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),0,0,0
553,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0
554,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
555,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0
556,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),1,1,0.1
557,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),1,1,0.1
558,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",145,145,12.4
559,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",1,1,0.1
560,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud  (Total)",190,190,16.2
561,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |a) Bank",5,5,0.4
562,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |b) ATMs",2,2,0.2
563,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |c) Credit Card/Debit Card",3,3,0.3
564,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud |d) Other Frauds",34,34,2.9
565,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |Fraud (Sec.420 r/w Sec.465,468-471 IPC/IT Act)",44,44,3.8
566,India,4,Chandigarh,2018,Offences Relating to Documents & Property Marks,Offences Relating to Documents & Property Marks (Total),191,191,16.3
567,India,4,Chandigarh,2018,Other IPC Crimes,Other IPC Crimes,54,9,4.6
568,India,4,Chandigarh,2018,Total Cognizable IPC crimes,Total Cognizable IPC crimes,3072,3059,262.6
569,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,"Arson (Sec.435, 436 & 438 IPC)",10,10,0.1
570,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Cheating by Impersonation (Sec.419 IPC),1,1,0
571,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Circulate False/Fake News/Rumours (Sec.505 IPC/Sec.505 r/w IT Act),0,0,0
572,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Criminal Intimidation (Sec.506 r/w Other IPC Crimes),240,240,2.2
573,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Criminal Trespass (Sec.447 to 452 IPC),40,40,0.4
574,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Cruelty by Husband or his Relatives (Sec.498-A IPC),622,630,11.5185185185185
575,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Disobedience to order duly promulgated by Public Servant (Sec.188),3,3,0
576,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Harbouring an Offender (Sec.212/216/216A IPC),0,0,0
577,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Insult to the Modesty of Women (Sec.509 IPC),8,8,0.148148148148148
578,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Miscellaneous IPC Crimes(Total),1792,1853,16.2
579,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Obscene Acts and Songs at Public Places (Sec.294),8,8,0.1
580,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Obstruction on Public way (Sec.283 IPC),0,0,0
581,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Offences related to Mischief (Sec.428 to 433),0,0,0
582,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Offences relating to Adulteration or Sale of Food/Drugs (Sec.272/273/274/275/276 IPC),0,0,0
583,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Offences relating to Elections (Sec.171-E to 171-I r/w IPC/SLL),1,1,0
584,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Offences relating to Religion (Sec.295 to 297),5,5,0
585,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Rash Driving on Public way |C) Causing Grievous Hurt by Rash/Negligent Driving on Public way(Sec.279 r/w 338 IPC),215,225,1.9
586,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |A) Rash Driving on Public Way (Sec.279 or Sec.279 r/w 336/Other IPC),536,555,4.8
587,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |B) Causing Hurt by Rash/Negligent Driving on Public Way (Sec.279 r/w 337 IPC),102,126,0.9
632,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Simple Hurt |Simple Hurt (Total),603,607,5.5
588,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Rash Driving on Public way (Sec.279/279 r/w 336/337/338/Other IPC) |Rash Driving on Public way (Total),853,906,7.7
589,India,5,Uttarakhand,2018,Miscellaneous IPC Crimes,Sale of obscene Books/Objects (Sec.292 & 293),1,1,0
590,India,5,Uttarakhand,2018,Offences affecting the Human Body,Abetment of Suicide (Sec.305/306 IPC),89,89,0.8
591,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women (Sec.354 IPC),496,496,9.18518518518519
592,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault on Women with Intent to Outrage her Modesty (Sec.354 IPC) (Total),548,548,10.1481481481481
593,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Assault or use of Criminal Force on women with intent to Disrobe (Sec.354B IPC),11,11,0.203703703703704
594,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |a) at Work or Office Premises,0,0,0
595,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |b) In Public Transport System,0,0,0
596,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |c) In Shelter Homes for women and Children,2,2,0.037037037037037
597,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |d) Other Places ,24,24,0.444444444444444
598,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Sexual Harassment |Sexual Harassment (Sec.354A IPC) (Total),26,26,0.481481481481481
599,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Stalking (Sec.354D IPC),13,13,0.240740740740741
600,India,5,Uttarakhand,2018,Offences affecting the Human Body,Assault on Women with Intent to Outrage her Modesty |Voyeurism (Sec.354C IPC),2,2,0.037037037037037
601,India,5,Uttarakhand,2018,Offences affecting the Human Body,Attempt to commit Culpable Homicide (Sec.308 IPC),5,5,0
602,India,5,Uttarakhand,2018,Offences affecting the Human Body,Attempt to Commit Murder (Sec.307 IPC),163,163,1.5
603,India,5,Uttarakhand,2018,Offences affecting the Human Body,Attempt to Commit Rape (Sec.376/511 IPC),19,19,0.351851851851852
604,India,5,Uttarakhand,2018,Offences affecting the Human Body,Attempt to Commit Suicide (Sec.309 IPC),1,0,0
605,India,5,Uttarakhand,2018,Offences affecting the Human Body,Buying of Minors for Prostitution (Sec.373 IPC),0,0,0
606,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Causing Death by Negligence (Sec.304-A IPC) (Total),752,909,6.8
607,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Medical Negligence,0,0,0
608,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence of Civic Bodies,0,0,0
609,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Rail Accidents,0,0,0
610,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |A) Hit and Run,345,371,3.1
611,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |B) Other Accidents (other than Hit and Run),386,456,3.5
612,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to Negligence relating to Road Accidents |Deaths due to Negligence relating to Road Accidents (Total),731,827,6.6
613,India,5,Uttarakhand,2018,Offences affecting the Human Body,Causing Death by Negligence |Deaths due to other Negligence,21,82,0.2
614,India,5,Uttarakhand,2018,Offences affecting the Human Body,Culpable Homicide not amounting to Murder (Sec.304 IPC),42,45,0.4
615,India,5,Uttarakhand,2018,Offences affecting the Human Body,Dowry Deaths (Sec.304-B IPC),63,63,1.16666666666667
616,India,5,Uttarakhand,2018,Offences affecting the Human Body,Exploitation of Trafficked Person 370A IPC),0,0,0
617,India,5,Uttarakhand,2018,Offences affecting the Human Body,Human Trafficking (U/S 370),26,55,0.2
618,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |A) Voluntarily causing grievous hurt (Sec.325 IPC),114,114,1
619,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |B) Voluntarily causing grievous hurt by dangerous weapons or means (Sec.326 IPC),7,7,0.1
620,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |C) Acid Attack (Sec.326A IPC),1,2,0
621,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |D) Attempt to Acid Attack (Sec.326B IPC),0,0,0
622,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |E) Voluntarily Causing Grievous hurt/Force to deter public servant from his duty (Sec.333/353 IPC),8,8,0.1
623,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |F) Causing Grievous Hurt by act endangering life/safety of others (Sec.338 IPC),12,12,0.1
624,India,5,Uttarakhand,2018,Offences affecting the Human Body,"Hurt |Grievous Hurt |G) Other Grievous Hurt (Sec.329, 331 & 335)",5,5,0
625,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Grievous Hurt |Grievous Hurt (Total),147,148,1.3
626,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Hurt (Simple +Grievous),750,755,6.8
627,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Simple Hurt |A) Voluntarily Causing Simple Hurt (Sec.323 r/w 341/342),393,393,3.6
628,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Simple Hurt |B) Voluntarily causing hurt by Dangerous weapons or means (Sec.324 IPC),172,175,1.6
629,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Simple Hurt |C) Voluntarily Causing hurt/Force to deter public servant from his duty (Sec.332/353 IPC),26,27,0.2
630,India,5,Uttarakhand,2018,Offences affecting the Human Body,Hurt |Simple Hurt |D) Causing Hurt by act endangering life/safety of others (Sec.336/337),9,9,0.1
631,India,5,Uttarakhand,2018,Offences affecting the Human Body,"Hurt |Simple Hurt |E) Other Simple Hurt (Sec.327, 328, 330 & 334)",3,3,0
633,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Importation of Girls from Foreign Country (Sec.366-B IPC),0,0,0
634,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction for the Purpose of Begging (Sec.363 A),0,0,0
635,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction in order to Murder (Sec.364 IPC),30,30,0.3
636,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction of Women to compel her for marriage (Sec.366 IPC),112,115,2.07407407407407
637,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |A) Missing Children Deemed as Kidnapped,215,216,5.58441558441558
638,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) |B) Other Kidnapping & Abduction ,142,142,1.3
639,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Sec.363 IPC) | Kidnapping and Abduction (Sec.363 IPC) ,357,358,3.2
640,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping and Abduction (Total),1177,1212,10.6
641,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Kidnapping for Ransom (Sec.364A IPC),3,3,0
642,India,5,Uttarakhand,2018,Offences affecting the Human Body,"Kidnapping and Abduction |Other Kidnapping & Abduction (Sec.365, 367, 368, 369)",671,702,6.1
643,India,5,Uttarakhand,2018,Offences affecting the Human Body,Kidnapping and Abduction |Procuration of Minor Girls (Sec.366A),4,4,0.103896103896104
644,India,5,Uttarakhand,2018,Offences affecting the Human Body,"Miscarriage, Infanticide, Foeticide and Abandonment (Sec.313 to 318 IPC)",2,2,0.037037037037037
645,India,5,Uttarakhand,2018,Offences affecting the Human Body,Murder (Sec.302 IPC),211,219,1.9
646,India,5,Uttarakhand,2018,Offences affecting the Human Body,Offences Affecting the Human Body (Total),4441,4693,40.2
647,India,5,Uttarakhand,2018,Offences affecting the Human Body,Rape (Sec.376 IPC),561,576,10.3888888888889
648,India,5,Uttarakhand,2018,Offences affecting the Human Body,Selling of Minors for Prostitution (Sec.372 IPC),3,3,0.0779220779220779
649,India,5,Uttarakhand,2018,Offences affecting the Human Body,Unnatural Offences (Sec.377 IPC),29,30,0.3
650,India,5,Uttarakhand,2018,Offences affecting the Human Body,Wrongful Restraint/Confinement (Sec.341 to 348 IPC),0,0,0
651,India,5,Uttarakhand,2018,Offences against Property,Attempt to Commit Dacoity/Robbery (Sec.393 & 398 IPC),0,0,0
652,India,5,Uttarakhand,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |A) Day Time,78,79,0.7
653,India,5,Uttarakhand,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |B) Night,307,307,2.8
654,India,5,Uttarakhand,2018,Offences against Property,Burglary (Sec.454 to 460 r/w Sec.380 IPC) |Burglary (Total),385,386,3.5
655,India,5,Uttarakhand,2018,Offences against Property,Criminal Breach of Trust (Sec.406 to 409 IPC),116,116,1
656,India,5,Uttarakhand,2018,Offences against Property,Criminal Misappropriation (Sec.403/404 r/w Other IPC),0,0,0
657,India,5,Uttarakhand,2018,Offences against Property,Dacoity |A) Dacoity (Sec.395/397 IPC),8,8,0.1
658,India,5,Uttarakhand,2018,Offences against Property,Dacoity |B) Dacoity with Murder (Sec.396 IPC),2,2,0
659,India,5,Uttarakhand,2018,Offences against Property,Dacoity |Dacoity  (Total),10,10,0.1
660,India,5,Uttarakhand,2018,Offences against Property,Dishonestly Receiving/Dealing-in Stolen Property (Sec.411 to 414 IPC),0,0,0
661,India,5,Uttarakhand,2018,Offences against Property,Extortion & Blackmailing (Sec.384 to 389 IPC),5,5,0
662,India,5,Uttarakhand,2018,Offences against Property,Making Preparation and Assembly for committing Dacoity (Sec.399 & 402 IPC),1,0,0
663,India,5,Uttarakhand,2018,Offences against Property,Offences against Property (Total),3038,3044,27.5
664,India,5,Uttarakhand,2018,Offences against Property,Robbery  (Sec.392/394/397 IPC),180,186,1.6
665,India,5,Uttarakhand,2018,Offences against Property,Theft (Section 379 IPC) |A) Auto/Motor Vehicle Theft,942,942,8.5
666,India,5,Uttarakhand,2018,Offences against Property,Theft (Section 379 IPC) |B) Other Thefts,1399,1399,12.6491862567812
667,India,5,Uttarakhand,2018,Offences against Property,Theft (Section 379 IPC) |Theft (Total),2341,2341,21.2
668,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Affray (Sec.159 & 160 IPC),0,0,0
669,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Offences against Public Tranquillity (Total),564,585,5.1
670,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |A) Promoting enmity between groups (Sec.153A & 153B IPC),12,12,0.1
671,India,5,Uttarakhand,2018,Offences against Public Tranquillity,"Offences promoting enmity between different groups |B) Imputation, assertions prejudicial to national integration (Sec.153 B IPC)",0,0,0
672,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Offences promoting enmity between different groups |Offences promoting enmity between different groups (Total),12,12,0.1
673,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |A) Communal/Religious,0,0,0
674,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |B) Sectarian,0,0,0
675,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |C) Industrial,0,0,0
676,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |D) Political,0,0,0
677,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |E) Caste Conflict,0,0,0
678,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |F) Agrarian ,0,0,0
679,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |G) Students,2,2,0
680,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |H) Vigilants,0,0,0
681,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |I) Money Dispute,0,0,0
682,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |J) Water Dispute,0,0,0
683,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |K) Land/Property Dispute,0,0,0
684,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |L) Family Disputes,0,0,0
685,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |M) Enmity/Rivalry,0,0,0
686,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |N) Electricity/Power Supply Disputes,0,0,0
687,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |O) Rioting while in Aandolan/Morcha,20,21,0.2
688,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |P) Rioting/Attacks on Police Personnel or Govt Servants,5,5,0
689,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Q) Other Rioting,522,545,4.7
690,India,5,Uttarakhand,2018,Offences against Public Tranquillity,Rioting (Sec.147-151 IPC) |Rioting (Total),549,573,5
691,India,5,Uttarakhand,2018,Offences against Public Tranquillity,"Unlawful Assembly (Sec.143, 144 & 145)",3,,0
692,India,5,Uttarakhand,2018,Offences against State,Offences against State |Offences against the State (Total),0,0,0
693,India,5,Uttarakhand,2018,Offences against State,"Offences against State |Others (Sec.121, 121A, 122 & 123 IPC)",0,0,0
694,India,5,Uttarakhand,2018,Offences against State,Offences against State |Sedition (Sec.124A IPC),0,0,0
695,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,"Counterfeiting |A) Counterfeit Coin (Sec.231-235,237,238-240 & 242-254 IPC)",0,0,0
696,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,Counterfeiting |B) Counterfeiting Government Stamp (Sec.255 to 260 IPC),0,0,0
697,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,Counterfeiting |C) Counterfeiting of Seal or Mark (Sec.472/473 IPC),0,0,0
698,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,Counterfeiting |Counterfeiting (Total),75,75,0.7
699,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,Counterfeiting |D) Counterfeit Currency & Bank notes (Sec.489-A to 489-E IPC),75,75,0.7
700,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Cheating (Sec.420 IPC)",265,271,2.4
701,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud | Forgery",83,184,0.8
702,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Forgery, Cheating & Fraud  (Total)",1337,1499,12.1
703,India,5,Uttarakhand,2018,Offences Relating to Documents & Property Marks,"Forgery, Cheating & Fraud |Fraud  |a) Bank",98,119,0.9
